inflation_multiplier_2019,cubic_ft_to_m,NG_price,interest_rate,time_to_pay_turbine,CCGT_power,CCGT_capital_cost,CCGT_OM_cost,CCGT_efficiency,CCGT_hot_start_time,CCGT_warm_start_time,CCGT_cold_start_time,CCGT_hot_start_cost,CCGT_warm_start_cost,CCGT_cold_start_cost,Aero_power,Aero_total_cost,Aero_OM_cost,Aero_efficiency,Aero_hot_start_time,Aero_warm_start_time,Aero_cold_start_time,Aero_hot_start_cost,Aero_warm_start_cost,Aero_cold_start_cost,Heavy_Duty_power,Heavy_Duty_total_cost,Heavy_Duty_OM_cost,Heavy_Duty_efficiency,Heavy_Duty_hot_start_time,Heavy_Duty_warm_start_time,Heavy_Duty_cold_start_time
1.19,28.3,7.66,0.05,240,430,1084,14100.0,0.623,105,105,105,35,55,79,106,1175,16300.0,0.408,2,4,5,19,24,32,239,713,7000,0.385,20,25,25
