inflation_multiplier_2012,inflation_multiplier_2019,cubic_m_to_ft,NG_price,interest_rate,time_to_pay_turbine,CCGT_power,CCGT_capital_cost,CCGT_OM_cost,CCGT_efficiency,CCGT_hot_start_time,CCGT_warm_start_time,CCGT_cold_start_time,CCGT_hot_start_cost,CCGT_warm_start_cost,CCGT_cold_start_cost,Aero_power,Aero_total_cost,Aero_OM_cost,Aero_efficiency,Aero_hot_start_time,Aero_warm_start_time,Aero_cold_start_time,Aero_hot_start_cost,Aero_warm_start_cost,Aero_cold_start_cost,Heavy_Duty_power,Heavy_Duty_total_cost,Heavy_Duty_OM_cost,Heavy_Duty_efficiency,Heavy_Duty_hot_start_time,Heavy_Duty_warm_start_time,Heavy_Duty_cold_start_time,Heavy_Duty_hot_start_cost,Heavy_Duty_warm_start_cost,Heavy_Duty_cold_start_cost
1.35,1.19,35.3,7.66,0.05,240.0,430.0,1084.0,14100.0,0.623,105.0,105.0,105.0,35.0,55.0,79.0,106.0,1175.0,16300.0,0.408,2.0,4.0,5.0,19.0,24.0,32.0,239.0,713.0,7000.0,0.385,20.0,25.0,25.0,36.0,58.0,75.0
